"Keyword","Scopus","IFSMS"
"7-AZAINDOLESYNTHETIC CANNABINOIDSURINARY EXCRETION PATTERN",1,NA
"7-HYDROPEROXYCHOLESTEROL",1,NA
"7-HYDROXYMITRAGYNINE",3,4
"7-HYDROXYQUETIAPINE",1,NA
"7 AMINO FLUNITRAZEPAM",1,NA
"7,7,8,8-TETRACYANOQUINODIMETHANE",1,NA
"7.5% CO2",1,NA
"7’N-5F-ADB",1,NA
"72-KDA HEAT SHOCK PROTEIN",1,NA
"7BE",1,NA
"8-AMINOPYRENE-1,3,6-TRISULFONIC ACID",1,NA
"8-HYDROXY-ISO-HEXAHYDROCANNABINOL",1,NA
"8-HYDROXYBENTAZONE",1,NA
"8-HYDROXYCANNABINOL",1,NA
"8-OHDG",1,NA
"86RB METHOD",1,NA
"87SR/86SR",1,NA
"87SR/86SR RATIOS",1,NA
"9-CARBOXY-THC",1,NA
"9,10-DIHYDRO-LSD",1,1
"9,10-DIPHENYLANTHRACENE",1,NA
"90 SR",1,NA
"90SR",1,NA
"96-WELL FILTRATION PLATES",1,NA
"96-WELL ΜELUTION PLATE SOLID-PHASE EXTRACTION",1,NA
"96-WELL ΜELUTION SOLID-PHASE EXTRACTION PLATE",1,NA
"9Α- HYDROXYHEXAHYDROCANNABINOL",1,NA
"A-834,735",1,1
"A-834735",1,1
"A-836,339",1,1
"A NEW MIX DRUG SUBSTANCE",1,NA
"A SECTION ON DRUGS AND ALCOHOL IS ESSENTIAL",1,NA
"A SINGLE DOSE",1,NA
"A2",1,NA
"AAS",1,3
"AASS",1,NA
"AATF RNOME",1,NA
"AB- GLUCURONIDASE",1,NA
"AB-CHMINACA",3,4
"AB-CHMINACA METABOLITES",1,NA
"AB-FUBINACA",7,2
"AB-FUBINACA 2-FLUOROBENZYL ISOMER",1,NA
"AB-PINACA",2,NA
"AB INITIO CALCULATION",1,4
"ABACARD® HEMATRACE®",1,NA
"ABACAVIR",1,NA
"ABBREVIATED INJURY SCALE",2,NA
"ABCB1",6,NA
"ABDOMINAL X-RAY",1,NA
"ABERRANT DRUG-RELATED BEHAVIORS",1,NA
"ABERRANT DRUG RELATED BEHAVIORS",1,NA
"ABILITY",1,1
"ABILITY TO STAND TRIAL",1,NA
"ABNORMAL BEHAVIOR",1,NA
"ABNORMAL BODY POSITIONS",1,NA
"ABNORMALITIES OF NAILS",1,NA
"ABO",3,NA
"ABO BLOOD GROUP",1,NA
"ABO BLOOD GROUPING",1,NA
"ABO GENOTYPE",1,NA
"ABOLITION OF PRIVILEGING § 217 GERMAN CRIMINAL CODE",1,NA
"ABORIGINAL",1,NA
"ABORTION",2,NA
"ABS",1,NA
"ABSCONDING",2,NA
"ABSINTHE",1,1
"ABSOLUTE BIOAVAILABILITY/I.M",1,NA
"ABSOLUTE DISCHARGE",1,NA
"ABSORBANCE DERIVATE",1,NA
"ABSORPTION",2,NA
"ABSORPTION DIFFERENCE",1,NA
"ABSORPTION DURING CARDIOPULMONARY RESUSCITATION",2,NA
"ABSORPTION RATE",1,NA
"ABSORPTION/EMISSION SPECTROMETRY",1,1
"ABSTENTION",1,NA
"ABSTINENCE",2,NA
"ABSTINENCE CONTROL",9,NA
"ABSTINENCE MONITORING",3,NA
"ABSTINENCE TEST",1,NA
"ABSTINENCE TESTING",2,NA
"ABSTINENCE THERAPY",1,NA
"ABUNDANCE OF PRODUCT IONS",2,NA
"ABUSE",24,22
"ABUSE AND DEPENDENCE",1,NA
"ABUSE AND TOXIC COMPOUNDS",1,NA
"ABUSE DRUGS",6,NA
"ABUSE DRUGS ANALYSES",1,NA
"ABUSE EXCUSE",1,NA
"ABUSE LIABILITY",1,1
"ABUSE OF DRUGS",1,NA
"ABUSE OF THE DRUG",1,NA
"ABUSE, MORPHINE",1,NA
"ABUSED-DRUG TESTING",1,NA
"ABUSED DRUG",14,8
"ABUSED PHARMACEUTICALS",1,NA
"ABUSED PRESCRIPTION DRUG",1,NA
"ABUSED SUBSTANCES",1,NA
"ABUSED THINNER",1,NA
"ABUSER",1,NA
"ABUSERS",1,NA
"ACADEMIA",2,1
"ACADEMIC LIBRARIES",1,NA
"ACCELERANTS",4,1
"ACCELERATED AGING",1,NA
"ACCELERATED SOLVENT EXTRACTION",2,3
"ACCEPTANCE CRITERIA",1,1
"ACCESSORY SPLEEN",1,NA
"ACCI ENTAL DEATH",1,NA
"ACCIDENT",29,1
"ACCIDENT DEATHS",1,NA
"ACCIDENT DU TRAVAIL",1,NA
"ACCIDENT INVESTIGATION",1,NA
"ACCIDENT RISK",1,NA
"ACCIDENT STATISTIC IN MALAYSIA",1,NA
"ACCIDENTAL",5,NA
"ACCIDENTAL AUTOEROTIC DEATH",1,NA
"ACCIDENTAL CONTAMINATION",1,NA
"ACCIDENTAL DEATH",5,NA
"ACCIDENTAL DEATHS",3,NA
"ACCIDENTAL DOSIMETRY",1,NA
"ACCIDENTAL DRUG ADMINISTRATION",1,NA
"ACCIDENTAL INGESTION",2,NA
"ACCIDENTAL POISONING",1,NA
"ACCIDENTAL POISONINGS",1,NA
"ACCOUNTABILITY",2,NA
"ACCREDITATION",6,2
"ACCUMULATED DEGREE HOURS",1,NA
"ACCUMULATED DEGREE HOURS (ADH)",1,NA
"ACCUMULATION",2,NA
"ACCURACY",5,NA
"ACCURACY OF ANALYTICAL STEPS",1,NA
"ACCURACY PROFILE",1,1
"ACCURATE MASS",3,5
"ACCURATE MASS DATABASE",1,1
"ACCURATE MASS MASS SPECTROMETRY",1,1
"ACCURATE MASS SPECTRA LIBRARY",1,NA
"ACCURATE QUANTITATION",1,NA
"ACCUSED",1,NA
"ACCUTOF®",1,NA
"ACE INHIBITOR",1,NA
"ACE STUDY",1,NA
"ACEBUTOLOL",2,NA
"ACECLOFENAC",1,1
"ACEI INDUCED ANGIOEDEMA",1,NA
"ACEPHATE",3,NA
"ACEPROMAZINE",2,1
"ACETALDEHYDE",4,NA
"ACETALDEHYDE DEHYDROGENASE",1,NA
"ACETAMINOPHEN-INDUCED HEPATOTOXICITY",1,NA
"ACETAMINOPHEN-PROTEIN ADDUCTS",1,NA
"ACETAMINOPHEN—DIFFERENTIAL PULSE VOLTAMMETRIC ANALYSIS IN PLASMA",1,NA
"ACETAMINOPHEN (PARACETAMOL)",16,23
"ACETAMINOPHEN OVERDOSE",1,NA
"ACETANILIDE",1,1
"ACETATE",1,NA
"ACETATE SALT",1,NA
"ACETIC ACID DERIVATIVE",2,1
"ACETONE",3,2
"ACETONE CYANOHYDRIN",1,NA
"ACETONE PRECIPITATION",1,NA
"ACETYL FENTANYL",8,NA
"ACETYLATION",5,6
"ACETYLCHOLINE",3,NA
"ACETYLCHOLINE ESTERASE",1,NA
"ACETYLCHOLINE RECEPTORS",1,NA
"ACETYLCHOLINESTERASE",3,NA
"ACETYLCODEINE",2,2
"ACETYLFENTANYL",3,NA
"ACETYLMORPHINE",1,NA
"ACETYLSALICYLIC ACID",4,4
"ACHIRAL ANALYSIS METHODS",1,NA
"ACID",1,NA
"ACID-BASE INDICATOR",1,NA
"ACID-BASE INDICATOR (PH INDICATOR)",1,NA
"ACID-CATALYZED CYCLIZATION",1,NA
"ACID-FAST STAIN",1,NA
"ACID ALTERATION",1,NA
"ACID BLACK 1",1,NA
"ACID DIGESTION",1,NA
"ACID HYDROLYSIS",2,NA
"ACID INGESTION, EMERGENCY CARE",1,NA
"ACID INJURY",1,NA
"ACID PHOSPHATASE",2,NA
"ACID POISONING",1,NA
"ACID SOLUTION",1,NA
"ACID YELLOW 7",1,NA
"ACIDIC",1,NA
"ACIDIC AND BASIC DRUGS",1,NA
"ACIDIC AND NEUTRAL DRUGS",1,NA
"ACIDIC DRUGS",2,1
"ACIDIC EXTRACTION",1,NA
"ACIDIC HYDROLYSIS",1,NA
"ACIDIC POTASSIUM PERMANGANATE",1,4
"ACIDIFICATION",1,NA
"ACIDIFIED GOLD(III) CHLORIDE",1,1
"ACIDOSIS",2,NA
"ACIDS",1,1
"ACINETOBACTER",1,NA
"ACITVATING DRUGS",1,NA
"ACIVICIN",1,NA
"ACKEE",1,NA
"ACONITE",1,NA
"ACONITE POISONING",2,NA
"ACONITE ROOTS",3,NA
"ACONITE TINCTURE",1,NA
"ACONITINE",10,1
"ACONITINE ALKALOIDS",1,NA
"ACONITINE AND AMANITIN",1,NA
"ACONITINE POISONING",1,NA
"ACONITUM",2,NA
"ACONITUM ALKALOIDS",8,NA
"ACORUS CALAMUS",1,NA
"ACP",1,NA
"ACQUAINTANCE RAPE",1,NA
"ACQUIRED ANGIOEDEMA",1,NA
"ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS)",1,NA
"ACQUIRED MULTIPLE ACYL-COA DEHYDROGENASE DEFICIENCY",1,NA
"ACQUISITIVE CRIME",1,NA
"ACQUISITORY CRIME",1,NA
"ACRE",1,1
"ACROMIOCLAVICULAR FIXATION/SURGERY",1,NA
"ACRYLAMIDE",1,NA
"ACRYLFENTANYL",2,2
"ACRYLONITRILE-BUTADIENE-STYRENE",1,NA
"ACRYLONITRILE BUTADIENE STYRENE (ABS)",1,NA
"ACRYLOYLFENTANYL (ACRYLFENTANYL)",2,2
"ACT",1,NA
"ACT OF AGGRESSION",1,NA
"ACTBP2",1,NA
"ACTING OUT",1,NA
"ACTING PATTERN",1,NA
"ACTINIDE ANALYSIS",1,NA
"ACTINIDE DECAY SERIES",1,NA
"ACTINIUM",1,NA
"ACTIVATED CHARCOAL",1,NA
"ACTIVATED CHARCOAL HEMOPERFUSION",1,NA
"ACTIVATED CHARCOAL STRIP (ACS)",1,NA
"ACTIVE CARBON CARTRIDGE",1,NA
"ACTIVE COMPONENT",1,1
"ACTIVE METABOLITES OF FLUNITRAZEPAM",1,NA
"ACTIVE PHARMACEUTICAL INGREDIENT (API)",1,9
"ACTIVE WOUND DRESSINGS",1,NA
"ACTIVITY",1,2
"ACTIVITY-BASED",1,NA
"ACTIVITY CONCENTRATION",1,NA
"ACTIVITY LEVEL EVALUATION",1,NA
"ACTS",1,NA
"ACTUAL/RECENT DRUG ADMINISTRATION",1,NA
"ACUTE",1,NA
"ACUTE ABDOMINAL",1,NA
"ACUTE ABDOMINAL PAIN",1,NA
"ACUTE ADULT WARDS",1,NA
"ACUTE ALCOHOL-INDUCED DEATHS",1,NA
"ACUTE ALCOHOL INTAKE",1,NA
"ACUTE ALCOHOL POISONING",1,NA
"ACUTE AND CHRONIC WOUNDS",1,NA
"ACUTE BEHAVIOURAL DISTURBANCE",1,NA
"ACUTE CARBON MONOXIDE",1,NA
"ACUTE CO FATAL POISONING",1,NA
"ACUTE CORONARY SYNDROME",1,NA
"ACUTE CORONARY SYNDROMES",1,NA
"ACUTE CORONARY THROMBOSIS",1,NA
"ACUTE DEATH",1,NA
"ACUTE DELIRIUM",1,NA
"ACUTE DISTURBANCE",1,NA
"ACUTE DRUG POISONING",1,NA
"ACUTE ESOPHAGEAL NECROSIS",1,NA
"ACUTE ETHANOL TOXICITY",1,NA
"ACUTE EXPOSURES",1,NA
"ACUTE FATAL COMPLICATIONS DIABETES",1,NA
"ACUTE HEROIN FATALITIES",1,NA
"ACUTE INFECTIVE ENDOCARDITIS",1,NA
"ACUTE INTOXICATION",14,NA
"ACUTE INTOXICATIONS",1,NA
"ACUTE IRON TOXICITY",1,NA
"ACUTE ISCHEMIC STROKE",1,NA
"ACUTE KIDNEY INJURY",1,NA
"ACUTE LIVER FAILURE",1,NA
"ACUTE LUNG INJURY",1,NA
"ACUTE METHADONE TOXICITY",1,NA
"ACUTE MYOCARDIAL INFARCTION",2,NA
"ACUTE MYOCARDITIS",1,NA
"ACUTE OESOPHAGEAL NECROSIS",1,NA
"ACUTE ORGANIC PSYCHOSIS",1,NA
"ACUTE PAIN",1,1
"ACUTE POISONING",13,NA
"ACUTE PROMYELOCYTIC LEUKEMIA",1,NA
"ACUTE PSYCHIATRY",1,NA
"ACUTE PSYCHOSIS",1,NA
"ACUTE PULMONARY EDEMA",1,NA
"ACUTE REJECTION",1,NA
"ACUTE RENAL FAILURE",2,NA
"ACUTE SEVERE OR FATAL VIOLENCE",1,NA
"ACUTE SEXUAL ASSAULT",1,NA
"ACUTE STRESS DISORDER",1,NA
"ACUTE STRESS DISORDER (ASD)",1,NA
"ACUTE TOXIC HAEMORRHAGIC NEUROPATHY",1,NA
"ACUTE TOXICITY",4,1
"ACUTE TUBULAR NECROSIS",1,NA
"ACUTE TUBULO-NEPHROPATHY",1,NA
"ACUTE/CHRONIC INTOXICATION",1,NA
"ACYLATION",1,3
"ACYLCARNITINE",1,NA
"AD/HD",1,NA
"ADA",1,NA
"ADAMTS1",1,NA
"ADAMTS15",1,NA
"ADAMTS4",1,NA
"ADAMTS5",1,NA
"ADAMTS8",1,NA
"ADAMTS9",1,NA
"ADANA",1,NA
"ADAPTATION TO COLD",1,NA
"ADAPTION",1,NA
"ADAPTIVE SAMPLING",1,NA
"ADAPTIVE TREATMENT",1,NA
"ADB-CHMINACA",1,NA
"ADB-FUBINACA",2,NA
"ADD",1,NA
"ADDERALL",1,NA
"ADDICT",1,NA
"ADDICTED CRIMINAL OFFENDERS",1,NA
"ADDICTED OFFENDERS",2,NA
"ADDICTION",73,30
"ADDICTION HISTORY",1,NA
"ADDICTION OF ILLEGAL DRUGS",1,NA
"ADDICTION PATTERNS",2,NA
"ADDICTION SYNDROME",1,NA
"ADDICTION TO OPIATES",1,NA
"ADDICTION TREATMENT",4,NA
"ADDICTION TREATMENT ORDER",1,NA
"ADDICTION TREATMENTS",1,NA
"ADDICTIONS",2,NA
"ADDICTIVE BEHAVIOR",1,2
"ADDICTIVE DRUG",1,1
"ADDICTIVE DRUGS",1,NA
"ADDICTIVE POTENTIAL",1,NA
"ADDICTOVIGILANCE",1,3
"ADDICTS",1,NA
"ADDISON",1,NA
"ADDITIVE",1,3
"ADDITIVE EFFECT, DEXTROPROPOXYPHENE AND ALCOHOL",1,NA
"ADDITIVE MANUFACTURING",1,NA
"ADDITIVE MANUFACTURING (AM)",1,NA
"ADDITIVE MANUFACTURING PRINTING TECHNOLOGY",1,NA
"ADDUCT FORMATION",2,5
"ADDUCT FRAGMENTATION",1,2
"ADDUCT METABOLITES",1,NA
"ADDUCT QUANTIFICATION",1,NA
"ADENOSINE TRIPHOSPHATE (ATP)",1,NA
"ADH/REA METHOD",1,NA
"ADH1B",1,NA
"ADH1C",1,NA
"ADHD",8,NA
"ADHD CRIMINALITY",1,NA
"ADHERENCE",3,NA
"ADHERENCE THERAPY",1,NA
"ADHESION MOLECULE",1,NA
"ADHESION MOLECULES",1,NA
"ADHESIVE FOIL",1,NA
"ADHESIVE LIFTERS",1,1
"ADHESIVE TAPE",1,NA
"ADIPOCERE",11,NA
"ADIPOSE TISSUE",5,NA
"ADJACENCY MATRIX",1,1
"ADJUSTMENT",1,NA
"ADJUSTMENT DISORDER",1,NA
"ADJUSTMENT DISORDERS",1,NA
"ADME",1,1
"ADMINISTRATION",2,NA
"ADMINISTRATION STUDY",1,NA
"ADMINISTRATION WAY",1,NA
"ADMISSIBILITY",2,1
"ADMISSION FORM",1,NA
"ADMISSION OF EVIDENCE",1,NA
"ADNA",1,NA
"ADOLESCENT",64,13
"ADOLESCENT DEATHS",1,NA
"ADOLESCENT DEVELOPMENT",1,NA
"ADOLESCENT HEALTH",1,1
"ADOLESCENT MENTAL HEALTH",1,NA
"ADOLESCENT PROSTITUTES",1,NA
"ADOLESCENT SUBSTANCE ABUSE",1,NA
"ADOLESCENT SUICIDE",1,1
"ADRA2A",1,NA
"ADRAFINIL",4,NA
"ADRENAL GLAND",1,NA
"ADRENAL INSUFFICIENCY",1,NA
"ADRENALINE FOR AUTO-INJECTION",1,NA
"ADSORPTION",4,5
"ADSORPTION AN AXD",1,NA
"ADSORPTION ON XAD.",1,NA
"ADSORPTION TUBES",1,NA
"ADSORPTION, IN VITRO—PHENOBARBITAL ONTO ACTIVATED CHARCOAL, DESORPTION, BINDING",1,NA
"ADSORPTIONSVERFAHREN, BIOLOGISCHES MATERIAL",1,NA
"ADSORPTIVE MICRO-EXTRACTION (AΜE)",1,NA
"ADSORPTIVE STRIPPING VOLTAMMETRY",1,6
"ADULT",7,NA
"ADULT-ONSET",1,NA
"ADULT AGING",1,NA
"ADULT CRIME",1,NA
"ADULT INTENSIVE CARE",1,NA
"ADULT MENTAL HEALTH-CARE",1,NA
"ADULT OFFENDERS",2,NA
"ADULT PSYCHIATRY",1,NA
"ADULT SUDDEN DEATH",1,NA
"ADULT VEHICULAR HYPERTHERMIA",1,NA
"ADULTERA",2,NA
"ADULTERANT",46,56
"ADULTERANT ANALYSIS",1,1
"ADULTERANT IDENTIFICATION",1,NA
"ADULTERANTS IN SLIMMING PRODUCTS",1,NA
"ADULTERATED CAPSULE SHELL",1,1
"ADULTERATED COCAINE",1,1
"ADULTERATED COMMERCIAL BEVERAGE",1,1
"ADULTERATION",21,38
"ADULTERATIONS",1,NA
"ADULTERY",1,NA
"ADVANCED DECOMPOSITION",1,NA
"ADVANCES IN MASS SPECTROMETRY",1,NA
"ADVANTAGES AND DISADVANTAGES OF DRIED SPECIMENS",1,NA
"ADVANTAGES SHOWN NOT ONLY FOR DRUG ANALYSIS IN FORENSIC AND TOXICOLOGICAL LABS",1,NA
"ADVERSE ANALYTICAL FINDING",1,NA
"ADVERSE CHILDHOOD EXPERIENCES",1,NA
"ADVERSE DRUG EFFECTS",1,NA
"ADVERSE DRUG EVENTS",1,NA
"ADVERSE DRUG INTERACTION",1,NA
"ADVERSE DRUG REACTION",10,NA
"ADVERSE DRUG REACTION (ADR)",2,NA
"ADVERSE DRUG REACTIONS",6,1
"ADVERSE EFFECT",1,NA
"ADVERSE EFFECTS",14,5
"ADVERSE EFFECTS.",1,NA
"ADVERSE EVENT (AE)",1,NA
"ADVERSE EVENT ATTRIBUTABILITY",1,NA
"ADVERSE EVENTS",2,1
"ADVERSE REACTION",2,NA
"AERIAL FUMIGATION",1,NA
"AEROMEDICAL EXAMINATION",1,NA
"AEROSOL PAINT",1,NA
"AEROSOL PROPELLANT GAS INHALATION",1,NA
"AEROSPACE MEDICINE",1,NA
"AESTHETIC",1,NA
"AESTHETIC DRUG",1,NA
"AFB1-LYSINE ADDUCT",1,NA
"AFB1-N7-GUANINE ADDUCT",1,NA
"AFFECTIVE-INTERPERSONAL DIMENSION",1,NA
"AFFECTIVE DISORDERS",1,NA
"AFFECTIVE PSYCHOSIS",1,NA
"AFFINITY",1,NA
"AFFIRMATIVE DEFENSE DPD",1,NA
"AFGHAN",1,NA
"AFLATOXIN BIOMARKERS",1,NA
"AFLATOXINS",1,2
"AFLP",1,4
"AFM",1,1
"AFM1",1,NA
"AFRICA",2,1
"AFRICAN AMERICAN",1,NA
"AFRICAN CHERRY",1,NA
"AFTER-DRINK",1,NA
"AGE",7,NA
"AGE-APPROPRIATE",1,NA
"AGE-AT-DEATH",1,NA
"AGE-AT-DEATH ESTIMATION",2,NA
"AGE-DATING",8,NA
"AGE-GROUPS",1,NA
"AGE-RELATED",2,NA
"AGE AT ONSET",1,NA
"AGE DATING",6,NA
"AGE DETERMINATION",1,NA
"AGE DETERMINATION BY SKELETON",1,NA
"AGE ESTIMATION",8,NA
"AGE ESTIMATION FROM TEETH",1,NA
"AGE MEASUREMENT",1,NA
"AGE OF ONSET",2,NA
"AGE PREDICTION",2,NA
"AGE THE LIVING",1,NA
"AGED BONE DNA",1,NA
"AGED EXHUMATION TISSUES",1,NA
"AGEING",6,NA
"AGEING PARAMETERS",1,NA
"AGENCY",1,NA
"AGENT ORANGE",1,NA
"AGENT PEPPER SPRAY",1,NA
"AGGLOMERATIVE HIERARCHICAL CLUSTERING",1,NA
"AGGRECANASES",1,NA
"AGGREGATION",2,2
"AGGREGATION-INDUCED EMISSION",1,3
"AGGRESSION",49,NA
"AGGRESSION QUESTIONNAIRES",1,NA
"AGGRESSIVE",1,NA
"AGGRESSIVE BEHAVIOR",4,NA
"AGGRESSIVE BEHAVIOUR UNDER INFLUENCE OF METAMPHETAMINE",1,NA
"AGGRESSIVENESS",4,NA
"AGGRESSIVITY",1,NA
"AGING AND BALLPOINT INK",1,NA
"AGITATED DELIRIUM",4,NA
"AGITATION",4,NA
"AGLYCONS",1,NA
"AGM1",1,NA
"AGOMELATINE",1,NA
"AGONAL PHASE",1,NA
"AGONAL SITUATION",1,NA
"AGONIST OPIOID TREATMENT",1,NA
"AGONISTS ACTING ON BOTH CB1 AND CB2 RECEPTORS",1,1
"AGRANULOCYTOSIS",1,1
"AGRANULOCYTOSIS/DRUG THERAPY",1,NA
"AGRESSION",1,NA
"AGRESSIVE BEHAVIOUR",1,NA
"AGRICULTURAL BIOSECURITY",1,NA
"AGRICULTURAL CHEMICALS",3,NA
"AGRICULTURE",2,1
"AGROCHEMICALS",1,NA
"AH-7921",4,2
"AI",1,NA
"AID TO IDENTIFICATION IN UNKNOWN CADAVERS AND CADAVER PARTS",1,NA
"AIDS",7,NA
"AIDS DEATHS",1,NA
"AIDS DRUG COCKTAIL",1,1
"AIDS HIV",1,NA
"AIMS",1,NA
"AIR-AGITATED DISPERSIVE LIQUID",1,NA
"AIR EMBOLISM",3,NA
"AIR EXPIRÉ",1,NA
"AIR KERMA",1,NA
"AIR RIFLE",1,NA
"AIR SAMPLING",1,NA
"AIR TRAVEL",1,NA
"AIR WEAPON",2,NA
"AIRBORNE",1,NA
"AIRCRAFT",1,NA
"AIRCRAFT ACCIDENT INVESTIGATION",4,NA
"AIRCRAFT FATALITIES",1,NA
"AIRPORT MALARIA",1,NA
"AIRPORT SECURITY",1,1
"AIRWAY INFECTION",1,NA
"AIRWAY MANAGEMENT",1,NA
"AIRWAY OBSTRUCTION",8,NA
"AIRWAY REMODELING",1,NA
"AIS",1,NA
"AJMALINE",1,NA
"AJULEMIC ACID",1,NA
"AK",1,NA
"AKATHISIA",1,NA
"AKB-48",1,NA
"AKB48",2,1
"AKR7A2",1,NA
"ALABAMA",1,NA
"ALACHLOR",1,NA
"ALANGIUM CHINENSE",1,NA
"ALBERS SCHONBERG DISEASE",1,NA
"ALBERTA",1,NA
"ALBERTA OIL SANDS",2,NA
"ALBIZIA HARVEYI FOURN",1,NA
"ALBUMIN-ADDUCTS",2,NA
"ALCHEMY",1,NA
"ALCOHOL",190,8
"ALCOHOL- AND DRUG-DEPENDENT OFFENDERS",1,NA
"ALCOHOL-DRUG INTERACTIONS",1,NA
"ALCOHOL-RELATED ACCIDENTS",1,NA
"ALCOHOL-RELATED CASES",1,NA
"ALCOHOL-RELATED DEATHS",1,NA
"ALCOHOL-RELATED INJURIES",1,NA
"ALCOHOL-TRANQUILIZER APPLICATION",1,NA
"ALCOHOL ABSTINENCE",1,NA
"ALCOHOL ABSTINENCE MONITORING",1,NA
"ALCOHOL ABUSE",14,2
"ALCOHOL ABUSE ‐ MALE AND FEMALE PATIENTS ‐ MORTALITY ‐ CAUSES OF DEATH",1,NA
"ALCOHOL ABUSE BIOMARKER",1,NA
"ALCOHOL ABUSE BIOMARKERS",1,NA
"ALCOHOL AND DRUG ABUSE",1,NA
"ALCOHOL AND DRUG DEPENDENCY",1,NA
"ALCOHOL AND DRUGS",4,NA
"ALCOHOL AND DRUGS SERVICES",1,NA
"ALCOHOL AND SUBSTANCE MISUSE",1,NA
"ALCOHOL AUDIT",1,NA
"ALCOHOL BIOMARKER",4,NA
"ALCOHOL BIOMARKERS",3,NA
"ALCOHOL CONGENER ANALYSIS",1,NA
"ALCOHOL CONSUMPTION MARKER",1,NA
"ALCOHOL CONSUMPTION MARKERS",1,NA
"ALCOHOL DEHYDROGENASE",3,NA
"ALCOHOL DELINQUENCY",1,NA
"ALCOHOL DETOXIFICATION",1,NA
"ALCOHOL DRINKING",12,2
"ALCOHOL ESTIMATION",1,NA
"ALCOHOL INTOXICATION",8,NA
"ALCOHOL MARKER",8,NA
"ALCOHOL MARKERS",3,NA
"ALCOHOL MARKERS IN HAIR",2,NA
"ALCOHOL METABOLISM",1,NA
"ALCOHOL MISUSE",2,NA
"ALCOHOL OXIDASE",2,NA
"ALCOHOL PREFERENCE",1,NA
"ALCOHOL RESEARCH",2,NA
"ALCOHOL SCREENING",1,NA
"ALCOHOL SENSING",1,NA
"ALCOHOL SWABS",1,NA
"ALCOHOL TECHNICAL DEFENSE",1,NA
"ALCOHOL TEST, POSTMORTEM IN THE TESTICLE",1,NA
"ALCOHOL TESTING",1,NA
"ALCOHOL USE",5,NA
"ALCOHOL WIPES",2,NA
"ALCOHOL/DRUG ABUSE",2,NA
"ALCOHOL/DRUGS ABUSE",1,NA
"ALCOHOLIC",4,NA
"ALCOHOLIC BEVERAGES",5,4
"ALCOHOLIC CIRRHOSIS",1,NA
"ALCOHOLIC DRINK",1,1
"ALCOHOLIC SALIVA",1,NA
"ALCOHOLISM",36,NA
"ALCOHOLOGY",1,NA
"ALCOHOLS/EFFECTS",1,NA
"ALCOPOPS",1,NA
"ALDEHYDE DEHYDROGENASE",1,NA
"ALDEHYDES",2,2
"ALDH5A1",1,NA
"ALDO-KETO REDUCTASE 7A2",1,NA
"ALDRICHINA GRAHAMI",3,NA
"ALFENTANIL",2,1
"ALGEA",1,NA
"ALGORITHM",3,2
"ALGORITHM-BASED PHARMACOTHERAPY",1,NA
"ALIAS DETECTION",1,NA
"ALIGNMENT",1,1
"ALIPHATIC HYDROCARBON",1,NA
"ALIPHATIC HYDROCARBONS",1,NA
"ALIPHATIC PRIMARY AMINE",1,NA
"ALIPHATIC SECONDARY AMINE",1,NA
"ALKALI HALIDE",1,1
"ALKALINE FAST BLUE-B REAGENT",1,NA
"ALKALINE LYSIS",1,NA
"ALKALINE MOBILE PHASE",1,NA
"ALKALINE SOLUBILISATION METHOD",1,NA
"ALKALIS",1,NA
"ALKALOID ANALYSIS",1,1
"ALKALOID STABILITY",1,1
"ALKALOIDS",19,61
"ALKOXY CYANOACRYLATE",1,NA
"ALKYL CYANOACRYLATE",1,NA
"ALKYL NITRITE",1,NA
"ALKYL NITRITES",2,NA
"ALKYLATED PASH",1,NA
"ALKYLATION",4,7
"ALKYLINDOLES",1,1
"ALKYLPHOSPHONIC ACIDS",2,NA
"ALL-IN-ONE DEVICE",1,NA
"ALL-IN-ONE TUBES",1,NA
"ALLEGED DRINKING AFTER DRIVING",1,NA
"ALLEGED FATHER (AF)",1,NA
"ALLEGHENY COUNTY",1,NA
"ALLELE",1,NA
"ALLELE-SPECIFIC PCR",1,NA
"ALLELE FREQUENCY",1,NA
"ALLELE SPECIFIC PCR",1,NA
"ALLELES FREQUENCIES",1,NA
"ALLELIC DIVERSITY",1,NA
"ALLELIC DROPOUT",2,NA
"ALLELIC FREQUENCY",1,NA
"ALLERGENIC ACAROFAUNA",1,NA
"ALLERGIC REACTION",1,NA
"ALLERGIC REACTIONS",2,NA
"ALLERGY",7,NA
"ALLERGY CASE",1,NA
"ALLIANCE",1,NA
"ALLOPURINOL",2,NA
"ALLYLCHLORIDE",1,NA
"ALLYLIC HYDROXYLATION",1,NA
"ALLYLISOPROPYLACETYLUREA",1,NA
"ALOPECIA",1,NA
"ALPHA-2-HS-GLYCOPROTEIN",1,NA
"ALPHA-CHLORALOSE",1,NA
"ALPHA-GAL SYNDROME",1,NA
"ALPHA-GAMMA ANTICOINCIDENCE COUNTING",1,NA
"ALPHA-METHYLSTYRENE",1,1
"ALPHA-METHYLTRYPTAMINE",1,1
"ALPHA-PARTICLE EMISSION PROBABILITIES",1,NA
"ALPHA-PVP",2,1
"ALPHA-PYRROLIDINO-VALEROPHENONE (A-PVP)",1,NA
"ALPHA-PYRROLIDINOISOHEXANOPHENONE",1,NA
"ALPHA CHLORALOSE",1,NA
"ALPHA SPECTROMETRY",4,NA
